kanji,kname,kstroke,kmeaning,kgrade,kunyomi_ja,kunyomi,onyomi_ja,onyomi,examples,radical,rad_order,rad_stroke,rad_name_ja,rad_name,rad_meaning,rad_position_ja,rad_position
緒,sho-o,14,"outset, cord, strap, beginning, thong",n/a,お,o,ショ、チョ,"sho, cho","[ [ ""由緒（ゆいしょ）"", ""lineage, history, pedigree"" ], [ ""一緒（いっしょ）"", ""together"" ], [ ""内緒（ないしょ）"", ""secrecy, secret"" ], [ ""端緒（たんしょ/たんちょ）"", ""clue, start, beginning"" ], [ ""情緒（じょうちょ）"", ""emotion, feeling"" ], [ ""臍の緒（へそのお）"", ""umbilical cord"" ], [ ""鼻緒（はなお）"", ""geta strap, sandal strap"" ] ]",,158,6,いとへん,itohen,thread,へん,hen
召,me(su),5,"summon, wear, call",n/a,め、めす,"me, mesu",ショウ,shou,"[ [ ""召集する（しょうしゅうする）"", ""call together, muster"" ], [ ""召還する（しょうかんする）"", ""recall, call someone back"" ], [ ""応召する（おうしょうする）"", ""be drafted, be enlisted"" ], [ ""召す（めす）"", ""call, wear, eat, drink [hon.]"" ], [ ""召し使い（めしつかい）"", ""servant"" ], [ ""召し上がる（めしあがる）"", ""eat, drink [hon.]"" ], [ ""お召し物（おめしもの）"", ""clothing [hon.]"" ] ]",⼝,34,3,くち,kuchi,mouth,,
床,yuka,7,"bed, floor",n/a,とこ、ゆか,"toko, yuka",ショウ,shou,"[ [ ""臨床医（りんしょうい）"", ""clinician"" ], [ ""温床（おんしょう）"", ""hotbed, breeding ground"" ], [ ""病床（びょうしょう）"", ""sickbed"" ], [ ""起床する（きしょうする）"", ""get up, get out of bed"" ], [ ""床（とこ）"", ""bed"" ], [ ""床屋（とこや）"", ""barber"" ], [ ""床の間（とこのま）"", ""alcove"" ], [ ""寝床（ねどこ）"", ""bed"" ], [ ""床（ゆか）"", ""floor"" ], [ ""床下（ゆかした）"", ""under the floor"" ] ]",⼴,63,3,まだれ,madare,slanting roof,たれ,tare
昇,shou-nobo(ru),8,"ascend, rise, be promoted",n/a,のぼ、のぼる,"nobo, noboru",ショウ,shou,"[ [ ""昇降口（しょうこうぐち）"", ""entrance, hatch"" ], [ ""昇給する（しょうきゅうする）"", ""get a raise"" ], [ ""昇格する（しょうかくする）"", ""be promoted (to higher status)"" ], [ ""昇進する（しょうしんする）"", ""be promoted (to higher position)"" ], [ ""昇級する（しょうきゅうする）"", ""be promoted (to higher grade)"" ], [ ""昇天する（しょうてんする）"", ""die, ascend to heaven"" ], [ ""上昇する（じょうしょうする）"", ""rise, ascend, climb"" ], [ ""昇る（のぼる）"", ""rise, ascend, climb"" ] ]",⽇,92,4,ひ,hi,"sun, day, time",,
畳,tatami,12,"tatami, fold up",n/a,たた、たたむ、たたみ,"tata, tatamu, tatami",ジョウ,jou,"[ [ ""6畳（ろくじょう）"", ""6 tatami mats"" ], [ ""畳む（たたむ）"", ""fold"" ], [ ""折り畳み椅子（おりたたみいす）"", ""folding chair"" ], [ ""畳（たたみ）"", ""tatami, reed floor matting"" ], [ ""畳屋（たたみや）"", ""tatami mat maker, mat dealer"" ], [ ""畳替え（たたみがえ）"", ""re-covering a tatami mat"" ], [ ""青畳（あおだたみ）"", ""new tatami mat"" ] ]",⽥,128,5,た,ta,rice paddy,,
触,shoku-sawa(ru),13,touch,n/a,ふ、さわ、ふれる、さわる,"fu, sawa, fureru, sawaru",ショク,shoku,"[ [ ""触覚（しょっかく）"", ""sense of touch"" ], [ ""触角（しょっかく）"", ""feeler, antenna"" ], [ ""触媒（しょくばい）"", ""catalyst"" ], [ ""感触（かんしょく）"", ""sense of touch, feeling"" ], [ ""一触即発（いっしょくそくはつ）"", ""extremely delicate situation"" ], [ ""接触する（せっしょくする）"", ""touch, make contact"" ], [ ""抵触する（ていしょくする）"", ""conflict, run counter to"" ], [ ""触れる（ふれる）"", ""touch, reach, brush"" ], [ ""触れ合う（ふれあう）"", ""come in contact with, touch"" ], [ ""触る（さわる）"", ""touch"" ], [ ""手触り（てざわり）"", ""texture (for hand), feel"" ], [ ""肌触り（はだざわり）"", ""texture (for skin)"" ] ]",,181,7,つのへん,tsunohen,"horn, corner",へん,hen
雨,u-ame,8,rain,1,あめ、あま,"ame, ama",ウ,u,"[ [ ""降雨量（こううりょう）"", ""amount of rainfall"" ], [ ""梅雨前線（ばいうぜんせん）"", ""seasonal rain front"" ], [ ""雨期（うき）"", ""rainy season"" ], [ ""雷雨（らいう）"", ""thunderstorm"" ], [ ""雨（あめ）"", ""rain"" ], [ ""大雨（おおあめ）"", ""heavy rain"" ], [ ""雨上がり（あめあがり）"", ""after the rain"" ], [ ""雨蛙（あまがえる）"", ""tree frog"" ], [ ""雨雲（あまぐも）"", ""rain cloud"" ], [ ""*小雨（こさめ）"", ""light rain"" ] ]",⾬,210,8,あめ,ame,rain,,
伸,shin-no(biru),7,"stretch, lengthen, grow",n/a,の、のびる、のばす,"no, nobiru, nobasu",シン,shin,"[ [ ""追伸（ついしん）"", ""postscript"" ], [ ""伸縮する（しんしゅくする）"", ""expand and contract"" ], [ ""伸長する（しんちょうする）"", ""expand, extend, elongate"" ], [ ""伸ばす（のばす）"", ""lengthen, reach out [v.t.]"" ], [ ""伸びる（のびる）"", ""stretch, extend, grow [v.i.]"" ], [ ""伸び率（のびりつ）"", ""growth rate"" ], [ ""背伸びする（せのびする）"", ""stand on tiptoe, stretch oneself"" ], [ ""*欠伸（あくび）"", ""yawn [n.]"" ] ]",⺅,11,2,にんべん,ninben,person ,へん,hen
吹,sui-fu(ku),7,blow,n/a,ふ、ふく,"fu, fuku",スイ,sui,"[ [ ""吹奏楽（すいそうがく）"", ""music for wind instruments"" ], [ ""吹く（ふく）"", ""blow, emit, spout"" ], [ ""笛吹き（ふえふき）"", ""flute player"" ], [ ""吹きだまり（ふきだまり）"", ""drift"" ], [ ""吹き出物（ふきでもの）"", ""pimple, acne"" ], [ ""吹き出す（ふきだす）"", ""spurt, burst in laughter"" ], [ ""*息吹（いぶき）"", ""breath"" ], [ ""*吹雪（ふぶき）"", ""driving snow, blizzard"" ] ]",,35,3,くちへん,kuchihen,mouth,へん,hen
姓,(dou)sei(doumei),8,surname,n/a,,n/a,セイ、ショウ,"sei, shou","[ [ ""姓（せい）"", ""surname, family name"" ], [ ""姓名（せいめい）"", ""full name"" ], [ ""旧姓（きゅうせい）"", ""maiden name"" ], [ ""同姓同名（どうせいどうめい）"", ""same family & personal name"" ], [ ""改姓する（かいせいする）"", ""change one's family name"" ], [ ""百姓（ひゃくしょう）"", ""farmer, peasant"" ] ]",,45,3,おんなへん,onnahen,woman,へん,hen
隻,seki(gan),10,"one of a pair, counter for ships",n/a,,n/a,セキ,seki,"[ [ ""隻眼（せきがん）"", ""one eye, knowledgeable person"" ], [ ""隻手（せきしゅ）"", ""one arm, one hand"" ], [ ""一隻（いっせき）"", ""one boat, one ship"" ] ]",⾫,209,8,ふるとり,furutori,small bird,,
跡,seki-ato,13,"trace, mark, remains, ruins, tracks",n/a,あと,ato,セキ,seki,"[ [ ""足跡（そくせき/あしあと）"", ""footprints"" ], [ ""奇跡（きせき）"", ""miracle, wonder, marvel"" ], [ ""筆跡（ひっせき）"", ""handwriting"" ], [ ""遺跡（いせき）"", ""historic ruins"" ], [ ""軌跡（きせき）"", ""locus, tracks"" ], [ ""追跡する（ついせきする）"", ""pursue"" ], [ ""跡（あと）"", ""trace, tracks, mark, remains"" ], [ ""跡形（あとかた）"", ""trace, vestige, evidence"" ], [ ""傷跡（きずあと）"", ""scar, cicatrix"" ], [ ""城跡（しろあと）"", ""castle site, ruins of a castle"" ] ]",⻊,193,7,あしへん,ashihen,"foot, leg",へん,hen
籍,(koku)seki,20,register,n/a,,n/a,セキ,seki,"[ [ ""国籍（こくせき）"", ""nationality"" ], [ ""戸籍（こせき）"", ""census, family register"" ], [ ""本籍（ほんせき）"", ""legal residence"" ], [ ""書籍（しょせき）"", ""book, publication"" ], [ ""在籍する（ざいせきする）"", ""be on (school) register"" ], [ ""移籍する（いせきする）"", ""transfer (official registration)"" ], [ ""入籍する（にゅうせきする）"", ""enter name in family register"" ], [ ""除籍する（じょせきする）"", ""remove from the register"" ] ]",⺮,154,6,たけかんむり,takekanmuri,bamboo,かんむり,kanmuri
占,urana(u),5,"occupy, tell fortunes, hold",n/a,し、うらな、しめる、うらなう,"shi, urana, shimeru, uranau",セン,sen,"[ [ ""占星術（せんせいじゅつ）"", ""astrology"" ], [ ""占領地（せんりょうち）"", ""occupied territory"" ], [ ""占拠する（せんきょする）"", ""occupy"" ], [ ""占有する（せんゆうする）"", ""have exclusive possession"" ], [ ""独占する（どくせんする）"", ""monopolize"" ], [ ""占める（しめる）"", ""comprise, occupy"" ], [ ""独り占めする（ひとりじめする）"", ""monopolize"" ], [ ""占う（うらなう）"", ""tell one's fortune, divine"" ], [ ""占い師（うらないし）"", ""diviner, fortuneteller, palmist"" ], [ ""星占い（ほしうらない）"", ""astrology, horoscope"" ] ]",⼘,29,2,ぼく,boku,oracle,,
双,futa(go),4,"set of two, pair, both",n/a,ふた,futa,ソウ,sou,"[ [ ""双方（そうほう）"", ""both parties, bilateral"" ], [ ""双肩（そうけん）"", ""shoulders"" ], [ ""双眼鏡（そうがんきょう）"", ""binoculars, field glasses"" ], [ ""双生児（そうせいじ）"", ""twins"" ], [ ""双子（ふたご）"", ""twins, a twin"" ], [ ""双葉（ふたば）"", ""seed leaf, cotyledon"" ] ]",⼜,33,2,また,mata,"again, right hand",,
捜,sou-saga(su),10,"look for, search, seek",n/a,さが、さがす,"saga, sagasu",ソウ,sou,"[ [ ""家宅捜査（かたくそうさ）"", ""household search"" ], [ ""捜査する（そうさする）"", ""investigate (a criminal case)"" ], [ ""捜索する（そうさくする）"", ""search (for a criminal), hunt"" ], [ ""捜す（さがす）"", ""search, seek, look for"" ], [ ""捜し物（さがしもの）"", ""object being sought"" ] ]",⺘,77,3,てへん,tehen,hand,へん,hen
掃,sou-ha(ku),11,sweep,n/a,は、はく,"ha, haku",ソウ,sou,"[ [ ""掃除機（そうじき）"", ""vacuum cleaner"" ], [ ""掃除婦（そうじふ）"", ""cleaning lady"" ], [ ""掃除する（そうじする）"", ""clean [v.t.]"" ], [ ""清掃する（せいそうする）"", ""clean [v.t.]"" ], [ ""一掃する（いっそうする）"", ""make a clean sweep"" ], [ ""掃く（はく）"", ""sweep, brush"" ] ]",⺘,77,3,てへん,tehen,hand,へん,hen
当,a(taru),6,"present, hit",2,あ、あたり、あたる、あてる,"a, atari, ataru, ateru",トウ,tou,"[ [ ""当日（とうじつ）"", ""very day"" ], [ ""当時（とうじ）"", ""in those days, then, at the time"" ], [ ""本当（ほんとう）"", ""truth"" ], [ ""弁当（べんとう）"", ""lunch vendor, boxed lunch"" ], [ ""当選する（とうせんする）"", ""be elected, win a prize"" ], [ ""担当する（たんとうする）"", ""have responsibility for"" ], [ ""当たる（あたる）"", ""be hit [v.i.]"" ], [ ""日当たり（ひあたり）"", ""exposure to the sun"" ], [ ""当たり前（あたりまえ）"", ""usual, natural, ordinary"" ], [ ""当てる（あてる）"", ""hit [v.t.]"" ], [ ""手当てする（てあてする）"", ""provide medical care"" ] ]",⺌,51,3,しょうかんむり,shoukanmuri,small,かんむり,kanmuri
燥,(mumikan)sou,17,dry up,n/a,,n/a,ソウ,sou,"[ [ ""乾燥機（かんそうき）"", ""dryer, drying machine"" ], [ ""焦燥感（しょうそうかん）"", ""impatience, uneasiness"" ], [ ""無味乾燥な（むみかんそうな）"", ""dull and uninteresting, vapid"" ], [ ""乾燥する（かんそうする）"", ""be dry, become dry [v.i.]"" ] ]",,111,4,ひへん,hihen,fire,へん,hen
憎,niku(mu),14,"hate, hatred, hateful",n/a,にく、にくむ、にくい、にくらしい、にくしみ,"niku, nikumu, nikui, nikurashii, nikushimi",ゾウ,zou,"[ [ ""憎悪（ぞうお）"", ""hatred"" ], [ ""愛憎（あいぞう）"", ""likes and dislikes"" ], [ ""憎む（にくむ）"", ""hate, detest"" ], [ ""憎しみ（にくしみ）"", ""hatred"" ], [ ""憎い（にくい）"", ""hateful, abominable"" ], [ ""憎らしい（にくらしい）"", ""odious, hateful"" ], [ ""小憎らしい（こにくらしい）"", ""irritating, maddening"" ], [ ""憎まれっ子（にくまれっこ）"", ""bad boy"" ], [ ""憎まれ口（にくまれぐち）"", ""abusive language"" ], [ ""生憎（あいにく）"", ""unfortunately; Sorry, but ..."" ] ]",⺖,79,3,りっしんべん,risshinben,"heart, mind, spirit",へん,hen
贈,oku(rimono),18,"present a gift, give, bestow",n/a,おく、おくる,"oku, okuru",ゾウ、ソウ,"zou, sou","[ [ ""贈与（ぞうよ）"", ""presentation, donation"" ], [ ""贈賄（ぞうわい）"", ""bribery"" ], [ ""贈答品（ぞうとうひん）"", ""gift, present"" ], [ ""贈呈する（ぞうていする）"", ""give, present"" ], [ ""寄贈する（きそう/きぞうする）"", ""donate, present"" ], [ ""贈る（おくる）"", ""send, give to, award to"" ], [ ""贈り物（おくりもの）"", ""present, gift"" ] ]",,188,7,かいへん,kaihen,"shell, property, wealth",へん,hen
袋,fukuro,11,"bag, sack",n/a,ふくろ,fukuro,タイ,tai,"[ [ ""郵袋（ゆうたい）"", ""mailbag"" ], [ ""袋（ふくろ）"", ""bag, sack"" ], [ ""袋小路（ふくろこうじ）"", ""blind alley, cul-de-sac"" ], [ ""お袋（おふくろ）"", ""one's mother"" ], [ ""胃袋（いぶくろ）"", ""stomach"" ], [ ""紙袋（かみぶくろ）"", ""paper bag"" ], [ ""手袋（てぶくろ）"", ""glove"" ], [ ""浮き袋（うきぶくろ）"", ""swimming ring, swimming float"" ], [ ""ビニール袋（ビニールぶくろ）"", ""plastic bag"" ], [ ""*足袋（たび）"", ""tabi"" ] ]",⾐,177,6,ころも,koromo,clothing,,
替,(ryou)gae,12,replace,n/a,か、かわる、かえる,"ka, kawaru, kaeru",タイ,tai,"[ [ ""代替物（だいたいぶつ）"", ""substitute [n.]"" ], [ ""交替する（こうたいする）"", ""alternate, take turns"" ], [ ""替える（かえる）"", ""exchange, replace [v.t.]"" ], [ ""替え玉（かえだま）"", ""substitute, double [n.]"" ], [ ""両替（りょうがえ）"", ""change, money exchange"" ], [ ""着替える（きがえる）"", ""change one's clothes"" ], [ ""取り替える（とりかえる）"", ""exchange, replace"" ], [ ""替わる（かわる）"", ""be replaced [v.i.]"" ], [ ""*為替（かわせ）"", ""money order"" ] ]",⽇,92,4,ひ,hi,"sun, day, time",,
濯,(sen)taku(ki),17,rinse,n/a,,n/a,タク,taku,"[ [ ""洗濯機（せんたくき）"", ""washing machine"" ], [ ""洗濯物（せんたくもの）"", ""clothes to be washed"" ], [ ""洗濯する（せんたくする）"", ""do laundry"" ] ]",⺡,76,3,さんずい,sanzui,water,へん,hen
畜,(boku)chiku,10,"livestock, animal raising",n/a,,n/a,チク,chiku,"[ [ ""畜舎（ちくしゃ）"", ""cattle shed, barn"" ], [ ""畜生（ちくしょう）"", ""beast, brute, Damn!"" ], [ ""畜産業（ちくさんぎょう）"", ""stock raising, stockbreeding"" ], [ ""家畜（かちく）"", ""livestock, cattle"" ], [ ""牧畜（ぼくちく）"", ""stock-farming"" ] ]",⽥,128,5,た,ta,rice paddy,,
駐,chuu(rinjou),15,"stationed, stop, reside",n/a,,n/a,チュウ,chuu,"[ [ ""駐車場（ちゅうしゃじょう）"", ""parking lot, parking place"" ], [ ""駐輪場（ちゅうりんじょう）"", ""parking area for bicycles"" ], [ ""駐屯地（ちゅうとんち）"", ""garrison"" ], [ ""駐日大使（ちゅうにちたいし）"", ""ambassador to Japan"" ], [ ""進駐軍（しんちゅうぐん）"", ""occupying forces"" ], [ ""駐留する（ちゅうりゅうする）"", ""be stationed, be garrisoned"" ], [ ""駐在する（ちゅうざいする）"", ""reside, stay"" ], [ ""駐屯する（ちゅうとんする）"", ""be stationed, be posted"" ], [ ""駐停車する（ちゅうていしゃする）"", ""stop or park a vehicle"" ] ]",,225,10,うまへん,umahen,horse,へん,hen
超,chou-ko(eru),12,"surpass, exceed",n/a,こ、こえる、こす,"ko, koeru, kosu",チョウ,chou,"[ [ ""超人（ちょうじん）"", ""superman"" ], [ ""超特急（ちょうとっきゅう）"", ""super express"" ], [ ""超音波（ちょうおんぱ）"", ""ultrasonic waves"" ], [ ""超自然的な（ちょうしぜんてきな）"", ""supernatural"" ], [ ""超然たる（ちょうぜんたる）"", ""transcendental"" ], [ ""超過する（ちょうかする）"", ""exceed, be more than"" ], [ ""超越する（ちょうえつする）"", ""transcend, rise above"" ], [ ""超す（こす）"", ""cross, pass [v.i.]"" ], [ ""超える（こえる）"", ""exceed, cross over [v.i.]"" ] ]",,191,7,そうにょう,sounyou,to run,にょう,nyou
沈,shizu(mu),7,sink,n/a,しず、しずむ、しずめる,"shizu, shizumu, shizumeru",チン,chin,"[ [ ""沈着冷静な（ちんちゃくれいせいな）"", ""calm, composed, cool"" ], [ ""沈黙する（ちんもくする）"", ""be silent"" ], [ ""沈没する（ちんぼつする）"", ""sink, founder, go to the bottom"" ], [ ""沈下する（ちんかする）"", ""sink, subside"" ], [ ""沈滞する（ちんたいする）"", ""stagnate, be inactive"" ], [ ""沈静する（ちんせいする）"", ""die down, settle down"" ], [ ""沈思黙考する（ちんしもっこうする）"", ""be sunk in deep thought"" ], [ ""沈む（しずむ）"", ""sink, feel depressed [v.i.]"" ], [ ""沈める（しずめる）"", ""sink, submerge [v.t.]"" ] ]",⺡,76,3,さんずい,sanzui,water,へん,hen
飲,in-no(mu),12,drink,3,の、のむ,"no, nomu",イン,in,"[ [ ""飲食店（いんしょくてん）"", ""restaurant"" ], [ ""飲酒運転（いんしゅうんてん）"", ""drunk driving"" ], [ ""飲料水（いんりょうすい）"", ""drinking water"" ], [ ""飲む（のむ）"", ""drink"" ], [ ""飲み屋（のみや）"", ""bar"" ], [ ""飲み物（のみもの）"", ""beverage"" ] ]",⻟,221,8,しょくへん,shokuhen,"food, to eat",へん,hen
