ka_utf;kname;meaning;kstroke;onyomi_ja;onyomi;kunyomi_ja;kunyomi;grade;examples;dick;dicn;rad_utf;rad_order;rad_name_ja;rad_name;rad_meaning;rad_stroke;rad_position_ja;rad_position
傾;katamu(ku);incline, lean, tilt;13;ケイ;kei;かたむ、かし、かたむける、かたむく、かしげる;katamu, kashi, katamukeru, katamuku, kashigeru;n/a;"[ [ ""傾向（けいこう）"", ""tendency, trend, inclination"" ], [ ""傾度（けいど）"", ""degree of inclination"" ], [ ""傾斜する（けいしゃする）"", ""incline, slant, slope"" ], [ ""右傾する（うけいする）"", ""lean to the (political) right"" ], [ ""左傾する（さけいする）"", ""leaning the (political) left"" ], [ ""傾ける（かたむける）"", ""lean, tip, tilt, slant [v.t.]"" ], [ ""傾く（かたむく）"", ""lean, tip, tilt, slant [v.i.]"" ], [ ""傾き（かたむき）"", ""slope, inclination"" ], [ ""傾げる（かしげる）"", ""lean, tip, tilt, slant [v.t.]"" ], [ ""傾ぐ（かしぐ）"", ""lean, tip, tilt, slant [v.i.]"" ] ]";114;534;⺅;11;にんべん;ninben;person ;2;へん;hen
軒;noki;eaves, counter for houses;10;ケン;ken;のき;noki;n/a;"[ [ ""軒数（けんすう）"", ""number of houses"" ], [ ""一軒（いっけん）"", ""one house"" ], [ ""何軒（なんげん）"", ""how many houses"" ], [ ""一軒家（いっけんや）"", ""an isolated house"" ], [ ""軒（のき）"", ""eaves"" ], [ ""軒下（のきした）"", ""place under the eaves"" ], [ ""軒先（のきさき）"", ""edge of the eaves, frontage"" ], [ ""軒並み（のきなみ）"", ""row of houses, every door"" ] ]";980;4611;;196;くるまへん;kurumahen;vehicle, wheel, car;7;へん;hen
枯;ka(reha);wither, blight;9;コ;ko;か、かれる、からす;ka, kareru, karasu;n/a;"[ [ ""栄枯盛衰（えいこせいすい）"", ""ups and downs, vicissitudes"" ], [ ""枯渇する（こかつする）"", ""dry up, become exhausted"" ], [ ""枯らす（からす）"", ""let wither, blast [v.t.]"" ], [ ""木枯らし（こがらし）"", ""cold wintry wind"" ], [ ""枯れる（かれる）"", ""whither, be blasted [v.i.]"" ], [ ""枯れ葉（かれは）"", ""dead leaf, withered lead"" ], [ ""枯れ木（かれき）"", ""dead tree, withered tree"" ] ]";605;2238;;98;きへん;kihen;tree, wood;4;へん;hen
山;yama;mountain;3;サン;san;やま;yama;1;"[ [ ""富士山（ふじさん）"", ""Mt Fuji"" ], [ ""山脈（さんみゃく）"", ""mountain range"" ], [ ""火山（かざん）"", ""volcano"" ], [ ""登山（とざん）"", ""mountain-climbing"" ], [ ""山（やま）"", ""mountain, pile, climax"" ], [ ""岩山（いわやま）"", ""rocky mountain"" ], [ ""山火事（やまかじ）"", ""bushfire"" ] ]";1867;1407;⼭;54;やま;yama;mountain;3;;
雇;yato(u);employ, charter, hire;12;コ;ko;やと、やとう;yato, yatou;n/a;"[ [ ""終身雇用制（しゅうしんこようせい）"", ""system of lifetime employment"" ], [ ""雇用する（こようする）"", ""employ, hire"" ], [ ""解雇する（かいこする）"", ""discharge, fire, dismiss"" ], [ ""雇う（やとう）"", ""employ, hire"" ], [ ""日雇い（ひやとい）"", ""day labor"" ], [ ""雇い主（やといぬし）"", ""employer"" ] ]";1241;1826;⾫;209;ふるとり;furutori;small bird;8;;
更;kou-sara(ni);renew, again, further, furthermore;7;コウ;kou;さら、ふ、さらに、ふける、ふかす;sara, fu, sarani, fukeru, fukasu;n/a;"[ [ ""更衣室（こういしつ）"", ""locker room, changing room"" ], [ ""更生する（こうせいする）"", ""rehabilitate, regenerate"" ], [ ""更新する（こうしんする）"", ""renew, update"" ], [ ""変更する（へんこうする）"", ""change, modify, alter"" ], [ ""更に（さらに）"", ""furthermore, again, more"" ], [ ""尚更（なおさら）"", ""all the more, still less"" ], [ ""今更（いまさら）"", ""at this late time"" ], [ ""更かす（ふかす）"", ""stay up late [v.t.]"" ], [ ""夜更かし（よふかし）"", ""staying up late"" ], [ ""更ける（ふける）"", ""get late (time, season) [v.i.]"" ] ]";2205;42;⽇;92;ひ;hi;sun, day, time;4;;
肯;kou(teiteki);assent, agree to, consent;8;コウ;kou;;n/a;n/a;"[ [ ""肯定文（こうていぶん）"", ""affirmative sentence"" ], [ ""肯定する（こうていする）"", ""affirm, agree"" ] ]";1567;2432;⽉;95;つき;tsuki;moon, month, period;4;;
荒;a(reru);wild, violent, rough, devastate;9;コウ;kou;あら、あ、あらい、あらす、あれる;ara, a, arai, arasu, areru;n/a;"[ [ ""荒野（こうや/あらの）"", ""wasteland, wilderness"" ], [ ""荒涼たる（こうりょうたる）"", ""desolate, dreary"" ], [ ""荒廃する（こうはいする）"", ""fall into ruin"" ], [ ""荒らす（あらす）"", ""lay waste, devastate, damage"" ], [ ""荒い（あらい）"", ""rough, rude, wild, harsh"" ], [ ""荒々しい（あらあらしい）"", ""rough, wild, harsh, violent"" ], [ ""荒っぽい（あらっぽい）"", ""rough, rude"" ], [ ""手荒な（てあらな）"", ""violent, rough"" ], [ ""荒れる（あれる）"", ""get stormy, get rough, be ruined"" ], [ ""荒れ地（あれち）"", ""devastated or wasted land"" ] ]";1447;3941;⺾;71;くさかんむり;kusakanmuri;grass;3;かんむり;kanmuri
郊;kou(gaijuutaku);suburb, outskirts;9;コウ;kou;;n/a;n/a;"[ [ ""郊外（こうがい）"", ""suburb, outskirts"" ], [ ""近郊（きんこう）"", ""suburbs, outskirts, neighboring"" ] ]";864;4761;⻏;73;おおざと;oozato;village, country, city;3;つくり;tsukuri
香;kou-kao(ri);sweet smell, fragrance, aroma;9;コウ、キョウ;kou, kyou;か、かお、かおり、かおる;ka, kao, kaori, kaoru;n/a;"[ [ ""香水（こうすい）"", ""perfume"" ], [ ""香油（こうゆ）"", ""balm, perfumed oil"" ], [ ""芳香（ほうこう）"", ""perfume, fragrance, aroma"" ], [ ""香ばしい（こうばしい）"", ""aromatic, fragrant"" ], [ ""香車（きょうしゃ）"", ""lance (shogi game)"" ], [ ""香（か）"", ""aroma, fragrance, scent, smell"" ], [ ""色香（いろか）"", ""color & scent, charm [n.]"" ], [ ""移り香（うつりが）"", ""lingering scent"" ], [ ""香り（かおり）"", ""aroma, fragrance, scent, smell"" ] ]";1637;5188;⾹;223;かおり;kaori;scent;9;;
硬;kou-kata(i);hard, firm;12;コウ;kou;かた、かたい;kata, katai;n/a;"[ [ ""硬度（こうど）"", ""hardness, solidity"" ], [ ""硬貨（こうか）"", ""coin"" ], [ ""硬派（こうは）"", ""hard-liner"" ], [ ""硬式テニス（こうしきテニス）"", ""tennis (using standard ball)"" ], [ ""強硬な（きょうこうな）"", ""firm, unbending, unyielding"" ], [ ""硬直する（こうちょくする）"", ""stiffen"" ], [ ""硬化する（こうかする）"", ""stiffen, harden, go solid"" ], [ ""硬い（かたい）"", ""solid, hard, stiff, firm"" ] ]";802;3193;;143;いしへん;ishihen;stone;5;へん;hen
込;(nori)ko(mu);move inward, include, be congested;5;;n/a;こ、こむ、こめる;ko, komu, komeru;n/a;"[ [ ""込める（こめる）"", ""include, put into [v.t.]"" ], [ ""閉じ込める（とじこめる）"", ""lock up, shut up, imprison"" ], [ ""引っ込める（ひっこめる）"", ""draw in, take in, retract"" ], [ ""込む（こむ）"", ""be crowded, be thronged [v.i.]"" ], [ ""乗り込む（のりこむ）"", ""board, embark on, get in"" ], [ ""黙り込む（だまりこむ）"", ""sink into silence"" ], [ ""書き込む（かきこむ）"", ""fill in (writing)"" ], [ ""持ち込む（もちこむ）"", ""bring in"" ], [ ""払い込む（はらいこむ）"", ""deposit, make payment"" ], [ ""人込み（ひとごみ）"", ""crowd of people"" ], [ ""税込み（ぜいこみ）"", ""tax included"" ] ]";1917;4660;⻌;72;しんにょう;shinnyou;road, walk, to advance;3;にょう;nyou
歳;sai(getsu);year, age suffix;13;サイ、セイ;sai, sei;;n/a;n/a;"[ [ ""歳末（さいまつ）"", ""end of the year"" ], [ ""歳月（さいげつ）"", ""time, years"" ], [ ""歳費（さいひ）"", ""annual expenditure"" ], [ ""歳入（さいにゅう）"", ""annual revenue or income"" ], [ ""歳出（さいしゅつ）"", ""annual expenditure"" ], [ ""一歳（いっさい）"", ""one-year-old"" ], [ ""何歳（なんさい）"", ""how old?, what age?"" ], [ ""万歳（ばんざい）"", ""banzai! (cheer)"" ], [ ""お歳暮（おせいぼ）"", ""year-end, year-end present"" ], [ ""*二十歳（はたち）"", ""twenty years old"" ] ]";1605;2434;⽌;100;とめる;tomeru;to stop;4;;
咲;(gobu)za(ki);bloom;9;;n/a;さ、さく;sa, saku;n/a;"[ [ ""咲く（さく）"", ""bloom"" ], [ ""早咲き（はやざき）"", ""early blooming, early flowering"" ], [ ""遅咲き（おそざき）"", ""late blooming, late flowering"" ], [ ""狂い咲き（くるいざき）"", ""flowering out of season"" ], [ ""咲き誇る（さきほこる）"", ""be in full bloom"" ], [ ""咲き乱れる（さきみだれる）"", ""bloom profusely"" ] ]";259;922;;35;くちへん;kuchihen;mouth;3;へん;hen
雪;setsu-yuki;snow;11;セツ;setsu;ゆき;yuki;2;"[ [ ""積雪（せきせつ）"", ""fallen snow"" ], [ ""新雪（しんせつ）"", ""new snow"" ], [ ""豪雪地帯（ごうせつちたい）"", ""area of heavy snowfall"" ], [ ""雪（ゆき）"", ""snow"" ], [ ""大雪（おおゆき）"", ""heavy snow"" ], [ ""初雪（はつゆき）"", ""first snow (of season)"" ], [ ""雪合戦（ゆきがっせん）"", ""snowball fight"" ], [ ""雪国（ゆきぐに）"", ""snow country"" ], [ ""雪掻き（ゆきかき）"", ""snow plow"" ] ]";1767;5044;⻗;211;あめかんむり;amekanmuri;rain;8;かんむり;kanmuri
脂;shi-abura;fat, grease;10;シ;shi;あぶら;abura;n/a;"[ [ ""脂肪（しぼう）"", ""fat, grease, blubber"" ], [ ""脂質（ししつ）"", ""lipid, fats, adipose"" ], [ ""油脂（ゆし）"", ""fat, fats and oils"" ], [ ""脂（あぶら）"", ""fat, tallow, lard"" ], [ ""脂身（あぶらみ）"", ""fatty meat"" ], [ ""脂性（あぶらしょう）"", ""tendency to get oily (skin)"" ], [ ""脂っこい（あぶらっこい）"", ""greasy, fatty, oily"" ] ]";649;3766;;96;にくづき;nikuzuki;meat, flesh;4;;
湿;shitsu-shime(ru);damp, moisten, humid;12;シツ;shitsu;しめ、しめる、しめす;shime, shimeru, shimesu;n/a;"[ [ ""湿度（しつど）"", ""level of humidity"" ], [ ""湿地（しっち）"", ""swamp"" ], [ ""湿気（しっけ）"", ""moisture, humidity, dampness"" ], [ ""湿布（しっぷ）"", ""wet compress, poultice"" ], [ ""加湿器（かしつき）"", ""humidifier"" ], [ ""湿す（しめす）"", ""wet, moisten, dampen [v.t.]"" ], [ ""湿る（しめる）"", ""be wet, be damp, moisten [v.i.]"" ] ]";443;2631;⺡;76;さんずい;sanzui;water;3;へん;hen
舟;shuu-fune;small boat, ship;6;シュウ;shuu;ふね、ふな;fune, funa;n/a;"[ [ ""舟航（しゅうこう）"", ""boating, sailing"" ], [ ""呉越同舟（ごえつどうしゅう）"", ""bitter enemies in the same boat"" ], [ ""舟（ふね）"", ""ship, boat, watercraft"" ], [ ""釣り舟（つりぶね）"", ""fishing boat"" ], [ ""舟大工（ふなだいく）"", ""shipwright"" ], [ ""舟着き場（ふなつきば）"", ""wharf"" ] ]";2203;3863;⾈;170;ふね;fune;ship, boat;6;;
柔;juu-yawa(rakai);soft;9;ジュウ、ニュウ;juu, nyuu;やわ、やわらかい、やわな;yawa, yawarakai, yawana;n/a;"[ [ ""柔道（じゅうどう）"", ""judo"" ], [ ""柔軟な（じゅうなんな）"", ""flexible, lithe"" ], [ ""柔和な（にゅうわな）"", ""gentle, mild, meek"" ], [ ""柔らかい（やわらかい）"", ""soft, tender, limp"" ] ]";1325;3166;⽊;97;き;ki;tree, wood;4;;
緒;sho-o;outset, cord, strap, beginning, thong;14;ショ、チョ;sho, cho;お;o;n/a;"[ [ ""由緒（ゆいしょ）"", ""lineage, history, pedigree"" ], [ ""一緒（いっしょ）"", ""together"" ], [ ""内緒（ないしょ）"", ""secrecy, secret"" ], [ ""端緒（たんしょ/たんちょ）"", ""clue, start, beginning"" ], [ ""情緒（じょうちょ）"", ""emotion, feeling"" ], [ ""臍の緒（へそのお）"", ""umbilical cord"" ], [ ""鼻緒（はなお）"", ""geta strap, sandal strap"" ] ]";935;3557;;158;いとへん;itohen;thread;6;へん;hen
召;me(su);summon, wear, call;5;ショウ;shou;め、めす;me, mesu;n/a;"[ [ ""召集する（しょうしゅうする）"", ""call together, muster"" ], [ ""召還する（しょうかんする）"", ""recall, call someone back"" ], [ ""応召する（おうしょうする）"", ""be drafted, be enlisted"" ], [ ""召す（めす）"", ""call, wear, eat, drink [hon.]"" ], [ ""召し使い（めしつかい）"", ""servant"" ], [ ""召し上がる（めしあがる）"", ""eat, drink [hon.]"" ], [ ""お召し物（おめしもの）"", ""clothing [hon.]"" ] ]";1261;668;⼝;34;くち;kuchi;mouth;3;;
床;yuka;bed, floor;7;ショウ;shou;とこ、ゆか;toko, yuka;n/a;"[ [ ""臨床医（りんしょうい）"", ""clinician"" ], [ ""温床（おんしょう）"", ""hotbed, breeding ground"" ], [ ""病床（びょうしょう）"", ""sickbed"" ], [ ""起床する（きしょうする）"", ""get up, get out of bed"" ], [ ""床（とこ）"", ""bed"" ], [ ""床屋（とこや）"", ""barber"" ], [ ""床の間（とこのま）"", ""alcove"" ], [ ""寝床（ねどこ）"", ""bed"" ], [ ""床（ゆか）"", ""floor"" ], [ ""床下（ゆかした）"", ""under the floor"" ] ]";1947;1503;⼴;63;まだれ;madare;slanting roof;3;たれ;tare
昇;shou-nobo(ru);ascend, rise, be promoted;8;ショウ;shou;のぼ、のぼる;nobo, noboru;n/a;"[ [ ""昇降口（しょうこうぐち）"", ""entrance, hatch"" ], [ ""昇給する（しょうきゅうする）"", ""get a raise"" ], [ ""昇格する（しょうかくする）"", ""be promoted (to higher status)"" ], [ ""昇進する（しょうしんする）"", ""be promoted (to higher position)"" ], [ ""昇級する（しょうきゅうする）"", ""be promoted (to higher grade)"" ], [ ""昇天する（しょうてんする）"", ""die, ascend to heaven"" ], [ ""上昇する（じょうしょうする）"", ""rise, ascend, climb"" ], [ ""昇る（のぼる）"", ""rise, ascend, climb"" ] ]";1565;2109;⽇;92;ひ;hi;sun, day, time;4;;
畳;tatami;tatami, fold up;12;ジョウ;jou;たた、たたむ、たたみ;tata, tatamu, tatami;n/a;"[ [ ""6畳（ろくじょう）"", ""6 tatami mats"" ], [ ""畳む（たたむ）"", ""fold"" ], [ ""折り畳み椅子（おりたたみいす）"", ""folding chair"" ], [ ""畳（たたみ）"", ""tatami, reed floor matting"" ], [ ""畳屋（たたみや）"", ""tatami mat maker, mat dealer"" ], [ ""畳替え（たたみがえ）"", ""re-covering a tatami mat"" ], [ ""青畳（あおだたみ）"", ""new tatami mat"" ] ]";1659;3010;⽥;128;た;ta;rice paddy;5;;
触;shoku-sawa(ru);touch;13;ショク;shoku;ふ、さわ、ふれる、さわる;fu, sawa, fureru, sawaru;n/a;"[ [ ""触覚（しょっかく）"", ""sense of touch"" ], [ ""触角（しょっかく）"", ""feeler, antenna"" ], [ ""触媒（しょくばい）"", ""catalyst"" ], [ ""感触（かんしょく）"", ""sense of touch, feeling"" ], [ ""一触即発（いっしょくそくはつ）"", ""extremely delicate situation"" ], [ ""接触する（せっしょくする）"", ""touch, make contact"" ], [ ""抵触する（ていしょくする）"", ""conflict, run counter to"" ], [ ""触れる（ふれる）"", ""touch, reach, brush"" ], [ ""触れ合う（ふれあう）"", ""come in contact with, touch"" ], [ ""触る（さわる）"", ""touch"" ], [ ""手触り（てざわり）"", ""texture (for hand), feel"" ], [ ""肌触り（はだざわり）"", ""texture (for skin)"" ] ]";1018;4305;;181;つのへん;tsunohen;horn, corner;7;へん;hen
雨;u-ame;rain;8;ウ;u;あめ、あま;ame, ama;1;"[ [ ""降雨量（こううりょう）"", ""amount of rainfall"" ], [ ""梅雨前線（ばいうぜんせん）"", ""seasonal rain front"" ], [ ""雨期（うき）"", ""rainy season"" ], [ ""雷雨（らいう）"", ""thunderstorm"" ], [ ""雨（あめ）"", ""rain"" ], [ ""大雨（おおあめ）"", ""heavy rain"" ], [ ""雨上がり（あめあがり）"", ""after the rain"" ], [ ""雨蛙（あまがえる）"", ""tree frog"" ], [ ""雨雲（あまぐも）"", ""rain cloud"" ], [ ""*小雨（こさめ）"", ""light rain"" ] ]";2218;5042;⾬;210;あめ;ame;rain;8;;
伸;shin-no(biru);stretch, lengthen, grow;7;シン;shin;の、のびる、のばす;no, nobiru, nobasu;n/a;"[ [ ""追伸（ついしん）"", ""postscript"" ], [ ""伸縮する（しんしゅくする）"", ""expand and contract"" ], [ ""伸長する（しんちょうする）"", ""expand, extend, elongate"" ], [ ""伸ばす（のばす）"", ""lengthen, reach out [v.t.]"" ], [ ""伸びる（のびる）"", ""stretch, extend, grow [v.i.]"" ], [ ""伸び率（のびりつ）"", ""growth rate"" ], [ ""背伸びする（せのびする）"", ""stand on tiptoe, stretch oneself"" ], [ ""*欠伸（あくび）"", ""yawn [n.]"" ] ]";51;403;⺅;11;にんべん;ninben;person ;2;へん;hen
吹;sui-fu(ku);blow;7;スイ;sui;ふ、ふく;fu, fuku;n/a;"[ [ ""吹奏楽（すいそうがく）"", ""music for wind instruments"" ], [ ""吹く（ふく）"", ""blow, emit, spout"" ], [ ""笛吹き（ふえふき）"", ""flute player"" ], [ ""吹きだまり（ふきだまり）"", ""drift"" ], [ ""吹き出物（ふきでもの）"", ""pimple, acne"" ], [ ""吹き出す（ふきだす）"", ""spurt, burst in laughter"" ], [ ""*息吹（いぶき）"", ""breath"" ], [ ""*吹雪（ふぶき）"", ""driving snow, blizzard"" ] ]";170;901;;35;くちへん;kuchihen;mouth;3;へん;hen
姓;(dou)sei(doumei);surname;8;セイ、ショウ;sei, shou;;n/a;n/a;"[ [ ""姓（せい）"", ""surname, family name"" ], [ ""姓名（せいめい）"", ""full name"" ], [ ""旧姓（きゅうせい）"", ""maiden name"" ], [ ""同姓同名（どうせいどうめい）"", ""same family & personal name"" ], [ ""改姓する（かいせいする）"", ""change one's family name"" ], [ ""百姓（ひゃくしょう）"", ""farmer, peasant"" ] ]";209;1203;;45;おんなへん;onnahen;woman;3;へん;hen
